sym,date,spent,surcharge,amt,call,portfolio,reference_code
XTZ,2021-05-21,$100.00,$2.99,26.01395,BUY,COINBASE,CXU4XMZF
ATOM,2021-05-21,$100.00,$2.99,6.713546,BUY,COINBASE,V6JUB2KJ
ALGO,2021-05-21,$100.00,$2.99,95.951654,BUY,COINBASE,EEMU6V86
1INCH,2021-05-21,$100.00,$2.99,30.805627,BUY,GEMINI
UMA,2021-05-21,$100.00,$2.99,6.002685,BUY,GEMINI
GRT,2021-05-21,$100.00,$2.99,121.917808,BUY,GEMINI
LTC,2021-05-21,$100.00,$2.99,0.51464,BUY,GEMINI
BTC,2021-05-21,$100.00,$2.99,0.00252062,BUY,GEMINI
1INCH,2021-05-21,$100.00,$2.99,30.805627,BUY,GEMINI
